label,text,label_num,clean_text,text_len
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting,141
ham,Okie...,0,okie,7
ham,"Hi this is yijue, can i meet u at 11 tmr?",0,hi yijue meet u 11 tmr,41
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,0,posible dnt live ltgt century cm frwd n thnk different,67
ham,But i dint slept in afternoon.,0,dint slept afternoon,30
ham,That seems unnecessarily affectionate,0,seems unnecessarily affectionate,37
ham,Yar else i'll thk of all sorts of funny things.,0,yar else ill thk sorts funny things,47
ham,You will be in the place of that man,0,place man,36
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",1,download many ringtones u like restrictions 1000s 2 choose u even send 2 yr buddys txt sir 80082 å£3,120
ham,Thats cool. How was your day?,0,thats cool day,29
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,1,please call 08712402902 immediately urgent message waiting,82
ham,R we going with the  &lt;#&gt;  bus?,0,r going ltgt bus,36
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",0,hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss,281
ham,No..he joined today itself.,0,nohe joined today,27
ham,Okay same with me. Well thanks for the clarification,0,okay well thanks clarification,52
ham,I'll talk to the others and probably just come early tomorrow then,0,ill talk others probably come early tomorrow,66
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",1,spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logopic,149
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",0,money issue weigh thanks breathe easier ill make sure dont regret thanks,121
ham,Hi. I'm sorry i missed your call. Can you pls call back.,0,hi im sorry missed call pls call back,56
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,hope youve settled new school year wishin gr8 day,92
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1,fantasy football back tv go sky gamestar sky active play å£250k dream team scoring starts saturday register nowsky opt 88088,162
ham,Ok then no need to tell me anything i am going to sleep good night,0,ok need tell anything going sleep good night,66
ham,Ok try to do week end course in coimbatore.,0,ok try week end course coimbatore,43
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,1,tone club subs expired 2 resub reply monoc 4 monos polyc 4 polys 1 weekly 150p per week txt stop 2 stop msg free stream 0871212025016,158
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),0,v nice 2 sheffield tom 2 air opinions categories 2 b used 2 measure ethnicity next census busy transcribing,127
ham,If you r @ home then come down within 5 min,0,r home come within 5 min,43
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",0,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided 2 aproach gal dt time truck speeding towards gal wn 2 hit girld boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily 2gthr drinking boost evrydy moral story hv free msgsd gud ni8,450
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",0,day ì say ì cut ur hair paragon called hair sense ì noe much hair cut,102
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",0,hmm many unfortunately pics obviously arent hot cakes kinda fun tho,88
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,0,watching tv lor funny bluff 4 wat izzit thk impossible us,103
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,1,xmas prize draws trying contact u todays draw shows å£2000 prize guaranteed call 09058094565 land line valid 12hrs,158
ham,Dunno lei he neva say...,0,dunno lei neva say,24
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,0,thanx 4 2day u r goodmate think ur rite sary asusual1 u cheered love u franyxxxxx,95
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,0,im way home went change batt 4 watch go shop bit lor,74
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1,yes place town meet exciting adult singles uk txt chat 86688 150pmsg,109
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0,hi mobile ltgt added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom,158
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0,good evening sir hope nice day wanted bring notice late paying rent past months pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin well ahead months end please help thank everything,482
ham,"If i let you do this, i want you in the house by 8am.",0,let want house 8am,53
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",0,best line said love wait till day forget u day u realize u cannot forget gn,121
ham,I will reach before ten morning,0,reach ten morning,31
ham,Your pussy is perfect!,0,pussy perfect,22
ham,"Sorry, I'll call later",0,sorry ill call later,22
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",1,someone contacted dating service entered phone becausethey fancy find call landline 09058098002 pobox1 w14rg 150p,161
ham,No message..no responce..what happend?,0,messageno responcewhat happend,38
ham,Also where's the piece,0,also wheres piece,22
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,91
ham,Boo. How's things? I'm back at home and a little bored already :-(,0,boo hows things im back home little bored already,66
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,0,first gained ltgt kg since took second done blood sugar tests ok blood pressure within normal limits worries,191
ham,PICK UR FONE UP NOW U DUMB?,0,pick ur fone u dumb,27
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",0,thanks da thangam feel happy dear also miss da,67
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",0,okey doke im home dressed cos laying around ill speak later bout times stuff,104
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0,dont run away frm u walk slowly amp kills u dont care enough stop,96
ham,"Babe, I'm back ... Come back to me ...",0,babe im back come back,38
ham,Well you told others you'd marry them...,0,well told others youd marry,40
ham,Neshanth..tel me who r u?,0,neshanthtel r u,25
ham,YO YO YO BYATCH WHASSUP?,0,yo yo yo byatch whassup,24
ham,Oh... Kay... On sat right?,0,oh kay sat right,26
ham,Hi! This is Roger from CL. How are you?,0,hi roger cl,39
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),1,babe u want dont u baby im nasty thing 4 filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo4msgs,152
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,0,oh oh wasted den muz chiong sat n sun liao,54
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0,jesus christ bitch im trying give drugs answer fucking phone,73
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,0,please give 2 pick tuesday evening 8 ok,80
ham,I'm meeting Darren...,0,im meeting darren,21
ham,One of best dialogue in cute reltnship..!! \Wen i Die,0,one best dialogue cute reltnship wen die,53
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0,solve case man found murdered ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri sleeping murder took place 4cook cooking 5gardener picking vegetables 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately whos reply reason u r brilliant,444
ham,Dear where you will be when i reach there,0,dear reach,41
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),0,aww thats first time u said u missed without asking missed u first love,99
ham,Ok... Thanx... Gd nite 2 Ì_ too...,0,ok thanx gd nite 2 ì,34
ham,"Come to me right now, Ahmad",0,come right ahmad,27
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,dont know u u dont know send chat 86688 lets find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years,158
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,0,lol please actually send pic right wanna see pose comb hair dryer something,116
ham,O was not into fps then.,0,fps,24
ham,Huh means computational science... Y they like dat one push here n there...,0,huh means computational science like dat one push n,75
ham,"Could you not read me, my Love ? I answered you",0,could read love answered,47
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,0,oh lk tt den take e one tt ends cine lor dun wan yogasana oso,81
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",0,madamregret disturbancemight receive reference check dlf premaricakindly informedrgdsrakheshkerala,115
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,1,sms services inclusive text credits pls gotto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk220cm2 9ae,152
ham,Oic... Then better quickly go bathe n settle down...,0,oic better quickly go bathe n settle,52
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,0,err cud im going 8pm havent got way contact,83
ham,A bloo bloo bloo I'll miss the first bowl,0,bloo bloo bloo ill miss first bowl,41
ham,Lmao but its so fun...,0,lmao fun,22
ham,Oh k k:)but he is not a big hitter.anyway good,0,oh k kbut big hitteranyway good,46
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,0,hey almost forgot happy bday babe love ya,57
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1,valentines day special win å£1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201,158
ham,Do you think i can move  &lt;#&gt;  in a week,0,think move ltgt week,45
ham,She.s find. I sent you an offline message to know how anjola's now.,0,shes find sent offline message know anjolas,67
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1,guess ithis first time created web page wwwasjesuscom read wrote im waiting opinions want friend 11,152
ham,How was txting and driving,0,txting driving,26
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0,thats good lets thank god please complete drug lots water beautiful day,100
ham,Really dun bluff me leh... U sleep early too. Nite...,0,really dun bluff leh u sleep early nite,53
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",0,indians r poor india poor country says one swiss bank directors says ltgt lac crore indian money deposited swiss banks used taxless budget ltgt yrs give ltgt crore jobs indians village delhi 4 lane roads forever free power suply ltgt social projects every citizen get monthly ltgt ltgt yrs need world bank amp imf loan think money blocked rich politicians full rights corrupt politicians itna forward karo ki pura india padhegm,632
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,0,uncle boye need movies oh guide plus know torrents particularly legal system slowing gr8 day plus started cos dont meet online honey moon,235
ham,Oh ya ya. I remember da. .,0,oh ya ya remember da,26
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0,btw regarding really try see anyone else 4th guy commit random dude,114
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",1,ur chance win å£250 cash every wk txt play 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk,122
ham,I not busy juz dun wan 2 go so early.. Hee.. ,0,busy juz dun wan 2 go early hee,45
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,0,rightio 1148 well arent bright early morning,78
ham,"Great. I'm in church now, will holla when i get out",0,great im church holla get,51
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,0,back brum thanks putting us keeping us happy see soon,82
ham,I donno if they are scorable,0,donno scorable,28
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,0,ltgt great loxahatchee xmas tree burning update totally see stars,85
ham,"Yes but i dont care! I need you bad, princess!",0,yes dont care need bad princess,46
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",0,guy kadeem hasnt selling since break know one guy hes paranoid fuck doesnt like selling without cant til late tonight,183
ham,"Sorry, I'll call later",0,sorry ill call later,22
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,0,tmr ì brin lar aiya later come n c lar mayb ì neva set properly ì got da help sheet wif ì,109
ham,Do u knw dis no. &lt;#&gt; ?,0,u knw dis ltgt,28
ham,Then she dun believe wat?,0,dun believe wat,25
ham,K..give back my thanks.,0,kgive back thanks,23
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,0,know complain num onlybettr directly go bsnl offc nd apply,74
ham,Okay. I've seen it. So i should pick it on friday?,0,okay ive seen pick friday,50
ham,How much she payed. Suganya.,0,much payed suganya,28
ham,Left dessert. U wan me 2 go suntec look 4 u?,0,left dessert u wan 2 go suntec look 4 u,44
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0,abeg make profit start using get sponsors next event,88
ham,Onum ela pa. Normal than.,0,onum ela pa normal,25
ham,K.k..how is your sister kids?,0,kkhow sister kids,29
ham,"Cool, I'll text you when I'm on the way",0,cool ill text im way,39
ham,Nope. Meanwhile she talk say make i greet you.,0,nope meanwhile talk say make greet,46
ham,i cant talk to you now.i will call when i can.dont keep calling.,0,cant talk nowi call candont keep calling,64
ham,Anything lar...,0,anything lar,15
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",0,rose needs water season needs change poet needs imaginationmy phone needs ur sms need ur lovely frndship forever,126
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",0,good afternoon babe goes day job prospects yet miss love sighs,105
ham,They will pick up and drop in car.so no problem..,0,pick drop carso problem,49
ham,S.i think he is waste for rr..,0,si think waste rr,30
ham,He is world famamus....,0,world famamus,23
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,0,coming friday leave pongaldo get news work place,84
ham,Lol well don't do it without me. We could have a big sale together.,0,lol well dont without could big sale together,67
ham,* Am on my way,0,way,14
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,0,eat old airport road 630 oredi got lot pple,68
ham,"sry can't talk on phone, with parents",0,sry cant talk phone parents,37
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",1,final chance claim ur å£150 worth discount vouchers today text yes 85023 savamob member offers mobile cs savamob pobox84 m263uz å£300 subs 16,161
ham,Ok lor wat time Ì_ finish?,0,ok lor wat time ì finish,26
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0,princess like make love ltgt times per night hope thats problem,84
ham,Mm i am on the way to railway,0,mm way railway,29
ham,i dnt wnt to tlk wid u,0,dnt wnt tlk wid u,22
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0,im done im sorry hope next space gives everything want remember furniture im around move lock locks leave key jenne,201
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,0,yet id like keep touch easiest way barcelona way ru house,137
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1,sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook 8007,116
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",1,urgent call 09066612661 landline complementary 4 tenerife holiday å£10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer,168
ham,K.:)do it at evening da:)urgent:),0,kdo evening daurgent,33
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0,pansy youve living jungle two years driving worried,101
ham,Mm have some kanji dont eat anything heavy ok,0,mm kanji dont eat anything heavy ok,45
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,0,promise getting soon youll text morning let know made ok,124
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,0,lol thats different dont go trying find every real life photo ever took,84
ham,I dont thnk its a wrong calling between us,0,dont thnk wrong calling us,42
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0,k ill drinkpa need srs model pls send mail id pa,78
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,0,aiyah e rain like quite big leh drizzling least run home,70
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0,2 docs appointments next week im tired shoving stuff ugh couldnt normal body,121
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0,dun b sad dun thk abt already concentrate ur papers k,81
ham,"Greetings me, ! Consider yourself excused.",0,greetings consider excused,42
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0,drama plsi enough family struggling hot sun strange placeno reason ego going invited actually necessity gowait serious reppurcussions,245
ham,they released another Italian one today and it has a cosign option,0,released another italian one today cosign option,66
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",0,mu try figure much money everyone gas alcohol jay trying figure weed budget,139
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,1,winner valued network customer hvae selected receive å£900 reward collect call 09061701444 valid 24 hours acl03530150pm,150
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,0,hcl chennai requires freshers voice processexcellent english neededsalary upto ltgt call mssuman ltgt telephonic interview via indyarockscom,167
ham,Dai what this da.. Can i send my resume to this id.,0,dai da send resume id,51
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",0,know ltgt ill around 5,55
ham,Yup i've finished c Ì_ there...,0,yup ive finished c ì,31
ham,Remember to ask alex about his pizza,0,remember ask alex pizza,36
ham,No da..today also i forgot..,0,datoday also forgot,28
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0,ola would get back maybe today told direct link us getting cars bids online arrange shipping get cut u partnership u invest money shipping takes care restuwud b self reliant soon dnt worry,306
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0,fwiw reason im around time smoke gas afford around someone tells apparently happens somebody wants light,202
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0,hello boytoy made home constant thought love hope nice visit cant wait till come home kiss,160
ham,Congrats kano..whr s the treat maga?,0,congrats kanowhr treat maga,36
ham,Who u talking about?,0,u talking,20
ham,Yup...,0,yup,6
ham,Ok...,0,ok,5
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0,u wake already wat u u picking us later rite im taking sq825 reaching ard 7 smth 8 like dat u check e arrival time c ya soon,150
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,0,yunny im walking citylink ì faster come hungry,74
ham,Er yep sure. Props?,0,er yep sure props,19
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0,hiya u paying money account thanks got pleasant surprise checked balance u c dont get statements 4 acc,153
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1,u nokia 6230 plus free digital camera u get u win free auction take part send nokia 83383 pobox11414tcrw1 16,158
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0,ok ill send ltdecimalgt ok,45
ham,Bognor it is! Should be splendid at this time of year.,0,bognor splendid time year,54
ham,Yes.i'm in office da:),0,yesim office da,22
ham,"Sorry, I'll call later",0,sorry ill call later,22
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,joys father john john name joys father mandan,67
ham,Ok. I only ask abt e movie. U wan ktv oso?,0,ok ask abt e movie u wan ktv oso,42
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0,misplaced number sending texts old number wondering ive heard year best mcat got number atlanta friends,179
ham,"Sorry, I'll call later",0,sorry ill call later,22
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,0,dunno lei might b eatin wif frens ì wan eat wait 4 ì lar,82
ham,"Sorry, I'll call later",0,sorry ill call later,22
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,free entry å£250 weekly comp send word win 80086 18 tc wwwtxttowincouk,100
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,163
ham,Do u noe how 2 send files between 2 computers?,0,u noe 2 send files 2 computers,46
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0,mmmmm loved waking words morning miss love hope day goes well happy wait us together,158
ham,jay says he'll put in  &lt;#&gt;,0,jay says hell put ltgt,32
ham,Can you just come in for a sec? There's somebody here I want you to see,0,come sec theres somebody want see,71
ham,So the sun is anti sleep medicine.,0,sun anti sleep medicine,34
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0,whats happening gotten job begun registration permanent residency,104
ham,Yup ok...,0,yup ok,9
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0,glad went well come 11 well plenty time claire goes work,95
ham,Ok enjoy . R u there in home.,0,ok enjoy r u home,29
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0,pls pls send mail know relatives coming deliver know costs risks benefits anything else thanks,155
ham,You do what all you like,0,like,24
ham,That's y we haf to combine n c how lor...,0,thats haf combine n c lor,41
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0,monthly amount terrible pay anything till 6months finishing school,106
ham,Hmmm:)how many players selected?,0,hmmmhow many players selected,32
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0,said gonna snow start around 8 9 pm tonite predicting inch accumulation,112
ham,I dont. Can you send it to me. Plus how's mode.,0,dont send plus hows mode,47
ham,Aiyo please Ì_ got time meh.,0,aiyo please ì got time meh,28
ham,Package all your programs well,0,package programs well,30
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",0,sister belongs 2 family hope tomorrow pray 4 herwho fated 4 shoranur train incident lets hold hands together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pass stop violence women,289
ham,So are you guys asking that i get that slippers again or its gone with last year,0,guys asking get slippers gone last year,80
ham,Company is very good.environment is terrific and food is really nice:),0,company goodenvironment terrific food really nice,70
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1,text82228 get ringtones logos games wwwtxt82228com questions infotxt82228couk,101
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0,honestly ive made lovely cup tea promptly dropped keys burnt fingers getting,122
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,0,yup studying surfing lor im e lazy mode today,59
ham,Please sen :)my kind advice :-)please come here and try:-),0,please sen kind advice please come try,58
ham,I'm done. C Ì_ there.,0,im done c ì,21
ham,"Oh fine, I'll be by tonight",0,oh fine ill tonight,27
ham,ÌÏ give me some time to walk there.,0,ìï give time walk,35
ham,I'll reach in ard 20 mins ok...,0,ill reach ard 20 mins ok,31
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop 80122300pwk sprwm ph08704050406,156
ham,Fuck babe ... What happened to you ? How come you never came back?,0,fuck babe happened come never came back,66
spam,This message is brought to you by GMW Ltd. and is not connected to the,1,message brought gmw ltd connected,70
ham,"Some friends want me to drive em someplace, probably take a while",0,friends want drive em someplace probably take,65
